site_id,sequence_start_date,anchor_date,reference_date,target_date
77.391894_12.885748,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.396385_12.894731,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.396385_12.908206,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.396385_12.944139,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.396385_12.971088,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.396385_12.97558,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.396385_13.029478,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.400877_12.957613,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.400877_12.966596,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.400877_13.029478,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.405368_12.881256,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.405368_12.89024,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.405368_12.903714,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.405368_12.930664,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.405368_12.998037,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.405368_13.105835,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.405368_13.11931,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.40986_12.872273,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.40986_12.881256,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.40986_12.962105,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.414352_12.930664,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.414352_12.989054,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.414352_12.993546,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.414352_13.03397,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.414352_13.096852,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.414352_13.11931,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.418843_12.876765,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.418843_12.89024,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.418843_12.94863,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.418843_12.971088,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.418843_12.993546,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.418843_13.016004,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.418843_13.024987,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.418843_13.029478,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.418843_13.146259,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.423335_12.876765,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.423335_12.921681,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.423335_12.930664,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.423335_13.002529,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.423335_13.092361,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.423335_13.141768,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.423335_13.150751,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.427826_12.845324,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.427826_12.858799,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.427826_12.930664,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.427826_12.939647,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.427826_12.944139,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.427826_13.020495,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.427826_13.024987,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.427826_13.110327,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.427826_13.132785,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.432318_12.858799,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.432318_12.86329,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.432318_12.867782,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.432318_12.881256,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.432318_12.885748,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.432318_12.957613,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.432318_12.998037,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.432318_13.087869,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.432318_13.092361,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.436809_12.818374,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.436809_12.840832,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.436809_12.854307,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.436809_12.912697,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.436809_12.926172,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.436809_12.944139,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.436809_13.03397,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.441301_12.818374,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.441301_12.831849,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.441301_12.836341,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.441301_12.840832,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.441301_12.944139,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.441301_12.94863,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.441301_13.056428,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.441301_13.069903,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.441301_13.083377,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.441301_13.110327,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.445793_12.840832,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.445793_12.86329,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.445793_12.867782,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.445793_12.912697,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.445793_12.957613,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.445793_12.984563,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.450284_12.809391,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.450284_12.872273,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.450284_12.89024,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.450284_12.971088,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.450284_12.993546,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.450284_13.029478,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.450284_13.047445,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.450284_13.146259,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.454776_12.809391,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.454776_12.885748,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.454776_12.980071,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.454776_12.993546,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.454776_13.078886,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.454776_13.087869,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.454776_13.114818,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.454776_13.141768,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.459267_12.8049,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.459267_12.822866,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.459267_12.845324,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.459267_12.872273,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.459267_12.903714,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.459267_12.926172,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.459267_12.97558,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.459267_13.016004,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.459267_13.020495,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.459267_13.11931,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.463759_12.813883,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.463759_12.836341,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.463759_12.86329,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.463759_12.867782,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.463759_12.872273,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.463759_12.881256,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.463759_12.885748,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.463759_12.894731,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.463759_12.899223,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.463759_12.917189,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.463759_12.953122,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.463759_13.03397,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.463759_13.078886,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.46825_12.827358,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.46825_12.836341,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.46825_12.894731,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.46825_12.94863,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.46825_12.953122,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.46825_12.966596,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.46825_13.007021,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.46825_13.020495,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.46825_13.114818,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.46825_13.150751,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.46825_13.1777,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.472742_12.746509,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.472742_12.751001,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.472742_12.755492,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.472742_12.795916,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.472742_12.836341,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.472742_12.984563,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.472742_13.087869,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.477234_12.764475,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.477234_12.782442,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.477234_12.840832,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.477234_12.899223,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.477234_12.935155,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.477234_12.944139,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.477234_12.94863,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.477234_12.971088,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.477234_13.002529,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.477234_13.056428,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.481725_12.737526,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.481725_12.768967,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.481725_12.831849,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.481725_12.89024,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.481725_12.894731,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.481725_12.944139,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.481725_12.971088,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.481725_12.980071,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.481725_13.024987,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.481725_13.03397,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.481725_13.096852,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.481725_13.137276,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.486217_12.764475,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.486217_12.872273,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.486217_12.939647,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.486217_12.998037,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.486217_13.042953,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.486217_13.06092,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.486217_13.114818,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.486217_13.11931,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.490708_12.768967,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.490708_12.8049,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.490708_12.849815,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.490708_12.89024,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.490708_13.051936,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.490708_13.087869,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.490708_13.092361,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.490708_13.096852,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.490708_13.182192,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.490708_13.209142,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.4952_12.786933,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.4952_12.836341,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.4952_12.899223,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.4952_12.962105,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.4952_13.020495,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.4952_13.024987,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.4952_13.03397,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.4952_13.087869,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.4952_13.092361,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.4952_13.182192,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.499692_12.755492,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.499692_12.858799,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.499692_12.899223,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.499692_12.984563,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.499692_13.114818,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.499692_13.137276,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.499692_13.168717,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.504183_12.764475,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.504183_12.786933,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.504183_12.818374,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.504183_12.854307,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.504183_12.858799,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.504183_12.953122,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.504183_13.083377,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.504183_13.141768,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.504183_13.159734,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.504183_13.195667,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.508675_12.751001,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.508675_12.795916,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.508675_12.831849,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.508675_12.836341,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.508675_12.845324,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.508675_12.903714,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.508675_12.912697,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.508675_12.917189,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.508675_13.114818,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.508675_13.137276,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.508675_13.159734,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.508675_13.191175,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.513166_12.746509,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.513166_12.764475,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.513166_12.77795,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.513166_12.822866,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.513166_12.908206,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.513166_13.087869,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.513166_13.096852,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.513166_13.137276,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.513166_13.1777,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.517658_12.764475,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.517658_12.77795,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.517658_12.782442,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.517658_12.795916,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.517658_12.827358,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.517658_12.849815,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.517658_12.885748,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.517658_12.89024,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.517658_12.899223,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.517658_12.998037,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.517658_13.11931,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.517658_13.182192,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.517658_13.186684,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.517658_13.191175,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.522149_12.751001,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.522149_12.755492,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.522149_12.759984,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.522149_12.782442,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.522149_12.809391,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.522149_12.813883,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.522149_12.818374,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.522149_12.836341,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.522149_12.845324,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.522149_13.056428,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.522149_13.078886,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.522149_13.146259,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.522149_13.200158,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.526641_12.751001,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.526641_12.840832,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.526641_12.89024,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.526641_12.899223,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.526641_13.078886,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.526641_13.105835,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.526641_13.110327,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.531133_12.791425,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.531133_12.795916,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.531133_12.800408,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.531133_12.822866,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.531133_12.827358,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.531133_12.894731,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.531133_13.083377,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.531133_13.114818,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.531133_13.195667,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.535624_12.77795,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.535624_12.822866,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.535624_12.872273,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.535624_12.899223,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.535624_13.069903,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.535624_13.083377,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.535624_13.096852,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.535624_13.114818,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.535624_13.132785,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.535624_13.137276,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.535624_13.195667,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.540116_12.77795,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.540116_12.795916,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.540116_13.042953,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.540116_13.074394,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.540116_13.092361,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.540116_13.101344,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.540116_13.105835,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.540116_13.114818,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.540116_13.132785,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.540116_13.155243,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.540116_13.182192,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.544607_12.831849,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.544607_13.218125,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.549099_12.822866,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.549099_12.831849,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.549099_12.836341,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.549099_12.845324,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.549099_12.867782,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.549099_12.876765,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.549099_12.894731,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.549099_13.096852,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.549099_13.132785,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.55359_12.71956,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.55359_12.782442,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.55359_12.849815,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.55359_12.872273,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.55359_13.069903,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.55359_13.101344,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.55359_13.110327,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.55359_13.128293,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.55359_13.168717,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.55359_13.173209,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.558082_12.710577,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.558082_12.827358,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.558082_12.845324,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.558082_13.042953,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.558082_13.051936,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.558082_13.110327,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.558082_13.168717,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.558082_13.1777,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.562574_12.71956,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.562574_12.827358,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.562574_12.858799,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.562574_12.872273,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.562574_12.876765,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.562574_13.141768,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.562574_13.159734,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.562574_13.173209,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.567065_12.724051,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.567065_12.813883,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.567065_12.849815,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.567065_13.105835,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.567065_13.114818,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.567065_13.182192,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.571557_12.71956,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.571557_12.800408,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.571557_12.813883,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.571557_12.849815,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.571557_13.141768,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.571557_13.146259,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.576048_12.71956,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.576048_12.728543,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.576048_12.742018,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.576048_12.813883,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.576048_12.827358,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.58054_12.800408,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.58054_12.845324,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.58054_13.083377,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.58054_13.087869,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.585031_12.849815,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.585031_13.042953,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.585031_13.137276,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.589523_12.71956,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.589523_12.746509,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.589523_12.854307,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.589523_12.971088,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.589523_13.083377,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.589523_13.150751,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.594015_12.724051,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.594015_12.733034,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.594015_12.755492,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.594015_12.831849,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.594015_12.836341,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.594015_12.840832,2023-03-01,2024-02-01,2024-03-01,2024-06-01
77.594015_12.849815,2023-03-01,2024-02-01,2024-03-01,2024-06-01
